,ticker,mutual_holders,inst_holders,avg_vol,beta,mcap
436,BSMX,0.021,0.2216,15450,,7330946048.0
437,MAS,0.1667999999999999,0.4593,2283010,1.354901,12829213696.0
438,ASCAU,0.0167,0.0355,6230,,
439,ASPS,0.0276,0.348,76040,1.573529,182740400.0
440,RKLY,0.0048,0.0546999999999999,1595660,-0.219584,319495392.0
441,SNAX,0.0561,0.2018999999999999,73300,0.292253,8480770.0
442,GOOGL,0.1153,0.3234,1862760,1.060784,1584539500544.0
443,PPBI,0.2317,0.5297000000000001,458110,1.190686,2867451648.0
444,ADTH,0.0005,0.1152999999999999,743260,,265660896.0
445,CMT,0.2246,0.3859000000000001,9860,2.142156,74527840.0
446,ACI,0.0241,0.531,4264800,,12579676160.0
447,CARA,0.1502,0.3743999999999999,525480,1.085784,523895264.0
448,MG,0.1399,0.298,343820,1.95147,174981712.0
449,STWD,0.1132,0.2469,2406940,1.572549,6561471488.0
450,CAMP,0.2196,0.6012000000000001,1442130,2.286764,154744512.0
451,NMR,0.0004,0.0078,1245460,0.92357,11444013056.0
452,VFL,0.1198,0.5996000000000001,57400,0.169117,52484620.0
453,DIOD,0.2345,0.539,330870,1.122058,2934710528.0
454,CDE,0.2398,0.4069,5315680,1.766176,724610240.0
455,EW,0.1269,0.3959,2552860,1.147549,61428224000.0
456,CSII,0.2961,0.6045999999999999,312610,0.835294,604610944.0
457,PSAG,0.0123999999999999,0.4506999999999999,95340,,394759904.0
458,FRST,0.1502,0.3942,91720,0.978431,322664512.0
459,NGD,0.1535,0.2339999999999999,3673790,1.836812,708135936.0
460,MIDD,0.1943,0.4913,528780,1.624509,7089015808.0
461,ATER,0.0515999999999999,0.1158999999999999,3189370,2.704627,
462,BW,0.1886999999999999,0.6334,387930,2.612745,529640064.0
463,DWAC,0.0008,0.0383,1157210,,912504448.0
464,EOS,0.01,0.1301,147060,1.161764,877419008.0
465,DALS,0.2097,0.6118999999999999,45010,,248292000.0
466,FET,0.0857999999999999,0.3162,22080,3.659803,109575304.0
467,NCV,0.0487,0.1849,518270,1.245588,330767392.0
468,SFST,0.1865,0.4879,28330,0.92549,351828864.0
469,FYBR,0.1399,0.581,2844430,,6117532160.0
470,AQB,0.0654,0.2817999999999999,1347990,1.122549,120033432.0
471,ETW,0.0101,0.1164999999999999,280540,0.956372,918596544.0
472,SPPI,0.1654,0.3355,3477200,2.094117,137050816.0
473,CMU,0.0262,0.1032999999999999,85000,0.298529,97155784.0
474,MYE,0.352,0.6682,152190,1.539215,804510272.0
475,ADRA,0.0141999999999999,0.5488,79560,,142456240.0
476,DTOC,0.0069999999999999,0.3943,15570,,407703744.0
477,BBVA,0.0013,0.0183,2667000,1.94869,29156370432.0
478,BKH,0.2385,0.5011000000000001,300190,0.470588,4540175872.0
479,SWKH,0.0209,0.8953000000000001,48580,0.256862,230569200.0
480,AEAE,0.003,0.3087999999999999,78190,,
481,VPCB,0.0008,0.9437,47660,,313336384.0
482,FCCO,0.1412,0.3529,11050,0.648529,138137408.0
483,STOK,0.1083,0.7820999999999999,251300,0.323541,533837408.0
484,AGRO,0.0566999999999999,0.3966,921120,1.158823,894766528.0
485,KLTR,0.0095,0.2961999999999999,854690,,249941776.0
486,SBAC,0.1911,0.4684999999999999,568350,0.432352,35267887104.0
487,MPRA,0.0216999999999999,0.3254,37190,,286062496.0
488,BMEA,0.126,0.4760999999999999,420250,,342147744.0
489,MIN,0.0121999999999999,0.346,469370,0.191666,342179360.0
490,CMC,0.2061,0.5193,1308280,1.185294,4133014272.0
491,OM,0.2626,0.6579999999999999,517060,,814260480.0
492,JOUT,0.1429,0.5021,37250,0.865196,649153536.0
493,CLBR,0.0045,0.4732999999999999,830,,209371872.0
494,GNL,0.2625,0.5047999999999999,728410,1.099019,1443203712.0
495,FLNG,0.0228,0.1348,818510,0.367183,1487656832.0
496,CLAQ,0.0110999999999999,0.4834,18620,,217565632.0
497,DJCO,0.0721,0.3535,2990,0.740686,375591584.0
498,BIP,0.1105,0.3769,326550,0.807843,11707665408.0
499,DNOW,0.2294,0.5287000000000001,785440,1.836764,1136546432.0
500,AVAN,0.0224999999999999,0.4560999999999999,24870,,744000000.0
501,RELI,0.0371,0.1804,77410,-0.727941,20487908.0
502,BLPH,0.0475,0.1243,152850,-0.538235,11312640.0
503,HEXO,0.0672,0.1361,10254800,1.993674,74148848.0
504,FR,0.2064,0.5116,936090,0.955882,6287795200.0
505,BK,0.1577,0.4610000000000001,4186580,1.107352,34593640448.0
506,CMS,0.1980999999999999,0.5119,2040340,0.257843,19125794816.0
507,NMIH,0.2466999999999999,0.5337000000000001,520260,1.528431,1456817664.0
508,SIG,0.2437,0.6374000000000001,956570,2.52598,2930065408.0
509,DYFN,0.0183,0.1991,13820,,69178296.0
510,JAGX,0.031,0.0585,3530740,1.693243,15302875.0
511,SSRM,0.171,0.2949,5696140,1.0506,3511826432.0
512,RJF,0.1422,0.3814,1207560,1.082352,18694770688.0
513,NVEC,0.2656,0.5005999999999999,101870,1.120588,228031792.0
514,RUN,0.1702999999999999,0.5317000000000001,6234610,2.10049,5535313408.0
515,FPH,0.1558999999999999,0.6472000000000001,125970,1.345253,597753792.0
516,NVT,0.2159,0.4407999999999999,827620,1.439851,5214978560.0
517,ALCO,0.0988,0.2297,160150,0.596424,276114848.0
518,AKIC,0.0135,0.4091999999999999,6260,,289100288.0
519,FE,0.1674,0.4918999999999999,3029320,0.420604,21198704640.0
520,SGFY,0.1413,1.0536,1754390,,3662683392.0
521,PED,0.0169,0.0444,568570,1.088122,101701096.0
522,YMTX,0.1348,0.2461,112280,,18656668.0
523,HIO,0.0962,0.2115,191780,0.572584,380396800.0
524,SYRS,0.1169999999999999,0.5465,1135920,1.8659,55178364.0
525,TBBK,0.2376,0.5055,510810,1.385696,1156337792.0
526,CPHC,0.1347,0.3017000000000001,8610,0.031502,129233504.0
527,IPVF,0.0374,0.4191,27210,,325382400.0
528,CUBI,0.2282,0.4945,340380,1.620263,1138181120.0
529,PIAI,0.0327,0.5184,42390,,403079456.0
530,BCAB,0.1134,0.4907,864930,,148533184.0
531,PAG,0.0831,0.2027,389630,1.442156,8468047360.0
532,DRUG,0.0141,0.0866,31810,,11278283.0
533,TDOC,0.1972,1.0383,5785570,0.42696,6693238272.0
534,JEF,0.1571,0.3486,1582810,1.399019,6919908864.0
535,CHRA,0.1431,0.3688,41600,0.236739,144655776.0
536,MITO,0.0004,0.0148,461760,1.87897,13560749.0
537,ALPN,0.0478999999999999,0.6535000000000001,117420,1.890059,268825824.0
538,INSI,0.0118,0.2357,30960,0.223039,172323904.0
539,EXTN,0.0942,0.5093,212060,0.210784,141873344.0
540,PCN,0.0023,0.0631,136650,0.737745,537216576.0
541,KRT,0.0963,0.1722999999999999,25810,,358567136.0
542,RUBY,0.1911999999999999,0.8676000000000001,891830,2.478544,82146328.0
543,CTOS,0.0776,0.8295999999999999,577580,0.226523,1278597888.0
544,JLL,0.2362,0.5982999999999999,367210,1.282843,8803707904.0
545,UNFI,0.2233,1.0192999999999997,388650,1.016666,2297842688.0
546,ABEV,0.0272,0.0669,37300780,0.909897,42178646016.0
547,MTC,0.0004,0.0844999999999999,471830,3.677379,5528912.0
548,KMB,0.1401,0.3827,1466500,0.507352,45187420160.0
549,BIOC,0.0513,0.1093,195860,0.483823,17347466.0
550,LUMN,0.1641,0.5053,8967680,1.019117,11068251136.0
551,VEON,0.0167,0.3833,1011770,1.620588,778012992.0
552,ONON,0.0374,0.1974,1587060,,5584138240.0
553,FERG,0.0687,0.2594,650150,1.054516,24496584704.0
554,FICV,0.0011,0.1695,22330,,436500000.0
555,BILL,0.1873999999999999,0.5656000000000001,1747740,2.199394,13320738816.0
556,MKSI,0.213,0.5254,702630,1.454901,5518715392.0
557,CMG,0.1707,0.4735,197490,1.308333,37681180672.0
558,FIF,0.0299,0.2672,26350,,234922944.0
559,ASTR,0.0557,0.2958999999999999,4880480,,369390432.0
560,LAC,0.0344,0.1198999999999999,2092420,1.429475,2614350080.0
561,UBFO,0.0743,0.5330000000000003,7760,0.715196,123324672.0
562,EME,0.2036,0.4899999999999999,432320,1.220098,5479416320.0
563,LVLU,0.019,0.4621,120330,,464895328.0
564,EGLE,0.1710999999999999,0.5908,507690,1.306372,608197248.0
565,LVRA,0.0029,0.3906,3140,,332324864.0
566,ACOR,0.0562,0.2502,562660,0.402941,4880798.0
567,BOLT,0.0969999999999999,0.6672,528780,,87991656.0
568,TTC,0.2155,0.9242999999999996,515900,0.731372,8166626304.0
569,ZVO,0.3358000000000001,0.8617999999999999,88680,1.077941,32455910.0
570,INVZ,0.0464,0.2307,904230,,544134592.0
571,WNEB,0.161,0.8168000000000002,22520,0.360784,168385776.0
572,TUSK,0.0426999999999999,1.2444999999999995,147770,2.196078,103171864.0
573,FNCH,0.0262,0.2285,142890,,125818560.0
574,AERI,0.1165,0.5481,748740,0.637254,402538752.0
575,SGEN,0.1599,0.6233000000000001,1682040,0.823039,32447797248.0
576,TRI,0.0186999999999999,0.2537,538250,0.32764,51849875456.0
577,DNLI,0.142,0.4924,621710,1.81064,4160832768.0
578,HZO,0.3091,0.6272,317830,1.725,860419584.0
579,IONS,0.2385999999999999,0.5919000000000001,990970,0.824509,5245951488.0
580,LEN,0.1593,0.5126999999999998,2896030,1.531862,23751778304.0
581,STRM,0.0448,0.2273,28320,0.768137,64736816.0
582,BEPC,0.0479,0.4623,719770,,6276318208.0
583,KRBP,0.0238,0.1483999999999999,2008000,,8745457.0
584,OCUL,0.1054,0.3896,514930,1.691176,343979776.0
585,GIW,0.0106999999999999,0.3651,3730,,272465056.0
586,FSEA,0.0025,0.0435,3010,0.728337,63249084.0
587,SMG,0.1318,0.3623,532980,1.12696,4452040192.0
588,FTHY,0.0104,0.193,102670,,531792448.0
589,SEAS,0.1159,0.7621,1338510,2.186764,3389961984.0
590,GTPB,0.0046,0.4101999999999999,22510,,564075008.0
591,AKTX,0.0005,0.0266,50420,1.348039,46645356.0
592,KNX,0.1554999999999999,0.4723,1620970,1.277941,8000786432.0
593,ELMD,0.0778,0.2302,6540,0.619607,83125504.0
594,RPM,0.1986,0.5036999999999999,744050,0.97696,10374685696.0
595,CNDA,0.0325,0.5357000000000001,273070,,337867712.0
596,NEXT,0.0291,0.6121999999999999,1071530,0.344021,638962752.0
597,DCBO,0.0526999999999999,0.2825,61200,1.419301,1002730752.0
598,ESTC,0.1258,0.4340999999999999,1473680,1.188499,7306310656.0
599,ZOM,1.3894,2.0667,24033850,0.35196,254674704.0
600,AAIC,0.0809,0.2664,57550,1.70147,100734080.0
601,RCS,0.0073,0.1586,112330,0.816176,
602,IMCR,0.0493,0.3135,287640,,1957540864.0
603,HQL,0.0058,0.1026,72040,0.894117,375206368.0
604,CEI,0.0727,0.1928,17201000,-2.545098,101250000.0
605,MU,0.1541,0.3703,24132430,1.155392,66246852608.0
606,TCOM,0.1036999999999999,0.6100000000000001,10065570,1.020098,16675849216.0
607,OCGN,0.1421999999999999,0.2417,6442140,4.506305,617476608.0
608,PLTR,0.0722999999999999,0.1921999999999999,44845090,,20389019648.0
609,LGIH,0.2315,0.5113,289590,1.55049,2376831744.0
610,LSPRU,0.1094,0.6703999999999999,130,,
611,PFG,0.1644,0.4574999999999999,1454080,1.522058,17738416128.0
612,MBIO,0.0924,0.2052,1587880,1.719369,59513512.0
613,CELU,0.0009,0.2145,852910,-0.032196,532129824.0
614,CHSCM,0.2881999999999999,0.0019,23060,,
615,NIMC,0.011,0.0197,7940,0.316666,
616,DORM,0.2082,0.4090000000000001,123760,0.772549,3508028160.0
617,AIO,0.0012,0.091,104010,,575860032.0
618,YCBD,0.2252,0.291,226980,1.472638,21560530.0
619,REPX,0.0195,0.4844,72130,,456573856.0
620,APTX,0.0407999999999999,0.4632999999999999,358970,1.090093,48423492.0
621,SITE,0.2018,0.5602999999999999,294080,1.30196,5552708608.0
622,KORE,0.0204999999999999,0.3055999999999999,431590,,223887024.0
623,VLY,0.2587,1.1306999999999994,3694320,1.116176,4289294848.0
624,ETWO,0.1241999999999999,0.7308,1764440,0.341377,2355015424.0
625,PHX,0.0517,0.2744999999999999,397950,0.812254,95285616.0
626,MYD,0.0071,0.0876,195230,0.42647,535822976.0
627,TPST,0.0471999999999999,0.6452,26660,,17275800.0
628,MGA,0.0745999999999999,0.2734,1021750,1.492726,16920363008.0
629,IGD,0.0149,0.1611999999999999,149650,0.929411,439980128.0
630,PPG,0.1609,0.4575000000000001,1715150,1.220588,27982454784.0
631,TSIBU,0.042,0.5237999999999999,4080,,
632,PEAR,0.0049,0.5386,251870,,227368352.0
633,LZB,0.2654999999999999,0.6027,535410,1.066666,1116966144.0
634,GAIN,0.0188999999999999,0.079,123640,1.552941,486785280.0
635,SIOX,0.0439,0.2300999999999999,746500,1.618627,30056880.0
636,MOLN,0.0114,0.036,15410,0.680919,232900128.0
637,PAGS,0.3933999999999999,0.5897,3403930,,3581154816.0
638,LRFC,0.0474,0.1704,21140,1.65196,47687720.0
639,DSM,0.0097,0.1185,171830,0.329901,319757088.0
640,PBT,0.0060999999999999,0.1361,249840,1.054901,708453760.0
641,VMAR,0.0037,0.0626,10630,,38793848.0
642,NOTV,0.0941999999999999,0.3783999999999999,246490,2.006372,273721600.0
643,KMPR,0.2361999999999999,0.5385999999999999,286090,0.712745,3183928064.0
644,MCY,0.0909,0.2366,747260,0.403431,2511619584.0
645,HELE,0.3312,0.6444,391860,0.822058,3704069376.0
646,CAT,0.1257,0.3662,3539790,,96882720768.0
647,AIKI,0.0544,0.0863,82340,1.470098,585617600.0
648,EQHA,0.0215999999999999,0.285,22950,,269500000.0
649,AMG,0.2251999999999999,0.6198,232200,1.35098,4864334848.0
650,CMRX,0.1215999999999999,0.413,5308900,1.342156,192834528.0
651,CNR,0.0940999999999999,0.7092,1399560,1.854411,3098676480.0
652,NKTR,0.5143,0.7303000000000001,4893540,1.272058,706853248.0
653,GGMCU,0.0538,0.4487,20,,
654,MA,0.105,0.3071,2819620,1.07745,317424861184.0
655,WVE,0.1138,1.1261,1281190,0.50147,245919840.0
656,SILV,0.1769999999999999,0.2996,806830,0.523086,823493760.0
657,GFL,0.0541,0.471,1179930,1.88172,8604976128.0
658,AKYA,0.0464,0.2725999999999999,195570,,522025440.0
659,GLTA,0.0083,0.3727,29670,,177711440.0
660,HSC,0.2517999999999999,0.5546,758710,1.981372,519576256.0
661,CRT,0.0001,0.0957,85490,0.710294,87300000.0
662,VIRX,0.0685999999999999,0.2948,647970,,169822000.0
663,HRB,0.2204999999999999,0.5385,1975420,0.661132,5948068352.0
664,INZY,0.0465,0.3677999999999999,321480,,202891328.0
665,DRVN,0.1106999999999999,0.1840999999999999,447200,,4723725824.0
666,SGRY,0.1605,0.8866999999999999,603110,2.804171,2788831488.0
667,JOE,0.5386000000000001,0.7592,179380,1.198382,2353554432.0
668,CRTD,0.0412,0.0745,194530,1.17369,16890802.0
669,JHG,0.1918,0.5747,1198280,1.473392,3965228544.0
670,CMRE,0.0651,0.1531,1053710,1.48361,1350828160.0
671,TAOP,0.0017,0.0076,40490,0.837803,16381253.0
672,GFS,0.0443,0.0972999999999999,2487800,,24076668928.0
673,TX,0.0083,0.1496999999999999,400680,1.563235,6794220032.0
674,BGB,0.075,0.3159,78140,,497114784.0
675,ZI,0.2665999999999999,1.0898000000000003,5825580,,14777903104.0
676,LMACA,0.0031,0.2850999999999999,94400,,707249984.0
677,CME,0.1988,0.4385,1239530,0.434803,75078451200.0
678,AVRO,0.1782,0.4265,717330,1.652496,45835124.0
679,NLITU,0.0018,0.1181,3390,,
680,QIPT,0.0098999999999999,0.1716,37920,1.850027,165536656.0
681,OSCR,0.0794,0.7169999999999999,3046250,,1041294464.0
682,RXDX,0.1379999999999999,0.5167,529510,,1194265216.0
683,PIPP,0.0205,0.3137,29730,,269711904.0
684,RGEN,0.1895,0.4094,389760,0.898529,9703132160.0
685,NVR,0.2287,0.4702999999999999,18580,1.021078,15222403072.0
686,SMBK,0.0908,0.2757,46700,0.712254,396529568.0
687,ARCK,0.0085,0.3337,80140,,216918752.0
688,RCON,0.0009,0.2483,117120,2.938235,19707884.0
689,MTAC,0.0964999999999999,0.512,69300,,308128128.0
690,MUDS,0.0177999999999999,0.4936999999999999,94550,,398474496.0
691,HCVI,0.0206999999999999,0.4749,485440,,
692,PIXY,0.0166,0.124,741170,1.491375,8002341.0
693,CLVR,0.0913,0.2326,229960,0.772558,29073494.0
694,DTE,0.2122,0.4399,888270,0.662745,24186816512.0
695,RMAX,0.2340999999999999,0.693,149610,1.40245,467007744.0
696,BABA,0.0139,0.0563,20427760,0.887254,328750071808.0
697,EXLS,0.2438,0.5157999999999999,250750,0.994607,5082355712.0
698,AUMN,0.0865999999999999,0.0929,349300,1.069117,55353696.0
699,RERE,0.0041,0.2115999999999999,281150,,630057024.0
700,ELY,0.1302,0.3941999999999999,1972460,1.924509,3954657792.0
701,NOK,0.0127999999999999,0.0583999999999999,27524740,0.595938,26257573888.0
702,WISH,0.0806,0.6102000000000002,18883680,,1048089984.0
703,MDXG,0.1043,0.4233,587010,1.916666,388018240.0
704,SAP,0.0068,0.0238,1288040,1.045964,107090059264.0
705,PRSR,0.0254,0.3215,51020,,400156256.0
706,VELO,0.0084,0.8236999999999998,32950,,281175008.0
707,ACIU,0.0046,0.1663,97710,,243386544.0
708,UTSI,0.0014,0.0757999999999999,9447,1.340196,122657320.0
709,JVA,0.0828999999999999,0.2191,15470,1.199019,14213844.0
710,VRPX,0.0331,0.3728000000000001,89270,,20852700.0
711,NCNA,0.0703999999999999,0.4001,77100,,37569600.0
712,FLAG,0.0692,0.5555,66890,,285774976.0
713,NWLI,0.157,0.6745000000000001,10390,1.041176,723931584.0
714,CNDT,0.1342,0.5431,1190100,1.87647,912886272.0
715,RDN,0.2115999999999999,0.4791,2233290,1.281862,3672739584.0
716,NOG,0.239,0.4187,1524270,2.238235,1872753280.0
717,ODFL,0.1973,0.4153,814040,1.033333,31400302592.0
718,CHRS,0.2333,0.6757,999850,1.047549,706425664.0
719,CGNX,0.1533,0.4599,1217780,1.644607,7909987840.0
720,BIOL,0.0021,0.0043,46150,1.403431,695891200.0
721,LAW,0.0846,0.5494000000000001,373850,,1442348800.0
722,ITRN,0.195,0.4845,44350,1.390196,501255680.0
723,INBX,0.1326999999999999,0.4427,573760,,653585088.0
724,OTMO,0.0389,0.2243,356930,,137481760.0
725,BIO,0.1191,0.3903,162670,0.908823,15464990720.0
726,ISAA,0.0058,0.4154000000000001,83950,,217542688.0
727,POST,0.1934,0.5655,412310,0.711274,5211556352.0
728,SWTX,0.1406,0.6378,1002210,0.778189,1435614208.0
729,RHE,0.0266,0.0569,8390,0.18079,4264364.0
730,ROVR,0.0039999999999999,0.0607,1742170,,721111808.0
731,TBSA,0.0055999999999999,0.4096000000000001,28650,,245000000.0
732,TKC,0.0069,0.0557,476590,0.634265,2261696768.0
733,KIII,0.0189,0.3566999999999999,16280,,356358752.0
734,NSSC,0.198,0.3832,106000,1.366666,824188928.0
735,DAIO,0.0729,0.3444,5690,,26847550.0
736,VBTX,0.2001,0.8443999999999996,455150,1.483823,1451779072.0
737,ETR,0.1788,0.4937999999999999,1280980,0.636764,22125996032.0
738,NKX,0.0015999999999999,0.1022,146830,0.261764,623466304.0
739,CLDX,0.2097999999999999,0.5821,1854560,2.77598,1247326080.0
740,NAACU,0.0134,0.1722999999999999,490,,
741,MAIN,0.0254,0.0791,444630,1.37745,2817423872.0
742,DILAU,0.0261999999999999,0.4886999999999999,170,,
743,EPAM,0.1544,0.4997999999999999,458130,1.811274,18208124928.0
744,NEPT,0.0196,0.0848999999999999,586360,1.600885,222531600.0
745,OGI,0.0842,0.1209,1448570,1.141682,328738176.0
746,EMN,0.1982,0.4794999999999998,1239000,1.484313,12125144064.0
747,JD,0.0307,0.1122,8562390,0.65,102495707136.0
748,AMPG,0.0296,0.1031,27070,0.745588,23380348.0
749,TROO,0.002,0.0065,5250,0.644607,229103504.0
750,RGS,0.1146999999999999,0.3215,1382760,2.518137,59434696.0
751,NEWR,0.1514999999999999,0.4964,793570,1.008333,3684641280.0
752,MMMB,0.0101999999999999,0.1015,20460,1.412254,49337484.0
753,MYTE,0.0688,0.1849,81610,,971655680.0
754,JBSS,0.2578,0.5179000000000001,52420,0.213725,860327232.0
755,MXE,0.0357,0.2986,5580,1.072058,34541648.0
756,YALA,0.0046,0.1036999999999999,239860,,587234368.0
757,OXLCP,0.0095,0.0055,4900,1.063235,
758,VTYX,0.0457999999999999,0.9806,288840,,700127296.0
759,DPZ,0.1722999999999999,0.5278999999999999,519130,0.619117,14593206272.0
760,TMHC,0.2444,1.2034000000000002,1090240,1.77745,3116515840.0
761,AIRC,0.255,0.6444,596400,,6489759744.0
762,MCBS,0.0786999999999999,0.1481999999999999,48500,0.264215,527638912.0
763,VGM,0.0368999999999999,0.2828,112220,0.256372,578041664.0
764,ORLY,0.1457999999999999,0.3569,555420,1.021078,44326903808.0
765,ITGR,0.2607,0.5666000000000001,147200,1.313725,2290851072.0
766,YQ,0.0043,0.3142999999999999,180920,,77917544.0
767,BHR,0.1181,0.329,723270,2.664705,288973440.0
768,LNT,0.1972,0.4538,1477930,0.423039,14355699712.0
769,DXR,0.0139999999999999,0.0225999999999999,1590,-1.104901,50867224.0
770,SCL,0.237,0.5695000000000001,100640,0.77745,2206835456.0
771,PAGP,0.2463999999999999,0.4563,3213300,1.85049,2050139648.0
772,EDRY,0.0042,0.1304,28830,0.217529,46845456.0
773,KMPH,0.7036000000000001,1.4339000000000002,595710,3.112254,169886304.0
774,VTSI,0.0712999999999999,0.2888999999999999,36200,0.946078,54251640.0
775,PPYAU,0.0073,0.0968,110,,
776,UROY,0.0978,0.0834,388290,1.458333,223940544.0
777,ERIC,0.0372,0.061,6280280,0.101015,25535563776.0
778,KFRC,0.1861999999999999,0.4831999999999999,146880,1.094117,1351432320.0
779,FRSG,0.0058,0.4114,53550,,272488032.0
780,XNET,0.0178,0.2118,142320,1.523039,116565384.0
781,ALNY,0.2104,0.6039999999999999,897270,0.846078,18237958144.0
782,SAVA,0.0959,0.2163,798240,0.566666,971607936.0
783,GLBE,0.0845,0.3312,1499220,,3691999232.0
784,CLOE,0.0012,0.6397999999999999,1070,,183382384.0
785,GTLS,0.2856,0.5845999999999999,435220,1.62598,6168890368.0
786,OHI,0.1922,0.419,1890060,0.917647,7040173568.0
787,LDHAU,0.0155,0.3053,125190,,
788,CIB,0.0659,0.1703,529060,0.996449,7059817472.0
789,TEKK,0.078,0.8280000000000002,122600,,309687488.0
790,MBCN,0.0632,0.2225,17350,0.785294,150097712.0
791,ALXO,0.1589,0.7213999999999999,430020,,394870112.0
792,HHS,0.0147999999999999,0.3326,160520,1.35,86504136.0
793,LMT,0.1420999999999999,0.4569999999999999,1141670,0.792156,115926638592.0
794,NUVB,0.1228,0.5532,1725030,,883903488.0
795,CLRM,0.0138,0.3067,38340,,353624992.0
796,TEO,0.0028,0.1383,92430,0.836467,1852173440.0
797,ENVA,0.2106,0.5809,252580,1.491666,1080620032.0
798,STNG,0.0807,0.2514999999999999,1479870,0.706372,1926777088.0
799,JOAN,0.1437,0.8925000000000001,236300,,333977888.0
800,WF,0.0003,0.0205999999999999,60340,0.523302,6586498048.0
801,AMOV,0.0001,0.0059,2980,0.318242,64032485376.0
802,EVK,0.0087,0.0119,6490,-0.640196,17624734.0
803,WRN,0.0984999999999999,0.2397,185390,2.729285,214518704.0
804,FICO,0.1786,0.4651,143690,1.172549,11459065856.0
805,SA,0.1226,0.2039,343980,0.726755,900598784.0
806,KNDI,0.0854,0.1548999999999999,207790,1.866176,198879712.0
807,TU,0.0487999999999999,0.293,1247290,0.538266,30200588288.0
808,BPYPO,0.5085,0.0009,25920,1.386969,
809,NTIP,0.051,0.2063,5260,0.348039,57839044.0
810,NISN,0.0019,0.2395,338580,1.118627,22969534.0
811,SJT,0.0009,0.1038,804480,0.814705,449774912.0
812,GLG,0.0001,0.0055,2034760,0.895098,35027112.0
813,FTNT,0.1274,0.3720999999999999,4296370,1.144117,10251450368.0
814,ERAS,0.1094,0.4838,416580,,812374976.0
815,ABT,0.1287,0.3576999999999999,5219800,0.733823,193203372032.0
816,CZFS,0.0052,0.0073,1270,0.50098,266770800.0
817,EPR,0.1959999999999999,0.5283,412180,1.691666,3631054080.0
818,EVF,0.0018,0.0596999999999999,35560,0.577941,94353368.0
819,STZ,0.1331,0.3931,1147400,1.198039,45406633984.0
820,HIX,0.0167,0.0755,237250,0.804411,297002112.0
821,DOW,0.1546,0.3530999999999999,5856210,1.483339,38001369088.0
822,CPSS,0.1125,0.4188,357580,2.444117,216004400.0
823,ABCM,0.0499,0.0951999999999999,114370,0.70016,3434297088.0
824,MAC,0.2401,0.5223,2650480,1.87549,1940776064.0
825,SRG,0.1918,0.4594,9052000,2.117647,478199040.0
826,ZWS,0.4482,1.0085000000000004,1167140,1.144117,3605308416.0
827,WIW,0.0168,0.6645000000000003,97760,0.518137,633255488.0
828,SLDP,0.0007,0.0788,2205890,,1023779392.0
829,VCYT,0.2999,1.3498,1072750,0.966666,1818703488.0
830,NEX,0.1759,0.5425,3844290,2.430392,1993824384.0
831,GEL,0.3853,0.6003000000000001,689280,2.293627,1005147776.0
832,GD,0.1461,0.5011,1263250,0.992647,61738999808.0
833,EUCRU,0.0648,0.2497999999999999,480,,
834,SLMBP,0.1249,0.0038,1330,1.234803,3676114176.0
835,DRI,0.3092999999999999,0.5537,1558950,1.406372,15156292608.0
836,VSCO,0.1947,1.2746000000000002,1860070,,2499205632.0
837,SBII,0.0043999999999999,0.3349,137920,,291171136.0
838,MSC,0.0702,0.2581,19650,-0.73153,189805808.0
839,YEXT,0.4579999999999999,0.9892,1770300,1.466956,658891200.0
840,BY,0.1076999999999999,0.2789999999999999,118450,1.290442,904319360.0
841,RRX,0.2074,0.5157,358890,1.187254,7656122880.0
842,LDOS,0.1727,0.4927999999999999,717140,0.75245,14262652928.0
843,CTLP,0.1419,0.5394,273740,2.031862,378260512.0
844,VRA,0.1993,0.8951,762010,1.762745,146726368.0
845,KRNT,0.1367999999999999,0.3983,2132550,1.868627,1216469248.0
846,INKAU,0.0064999999999999,0.1287,3090,,
847,HYFM,0.2135,0.4028,893340,,159824288.0
848,EXPR,0.1078999999999999,0.3127999999999999,2777580,1.397549,137638928.0
849,FT,0.0146,0.1205999999999999,32800,0.624019,187735280.0
850,CMPO,0.0938,0.4171999999999999,143100,,84289688.0
851,CSCO,0.119,0.3267,21195160,0.946568,183002087424.0
852,DGICB,0.0317,0.0829999999999999,290,0.057843,485124832.0
853,MRBK,0.0915999999999999,0.3571,5220,0.505982,177151968.0
854,BLKB,0.2617,0.5942999999999999,336270,1.072549,3059875328.0
855,WEN,0.1669,0.9168000000000004,2345060,0.934313,4308982272.0
856,NSYS,0.0052,0.0355,10010,1.257843,39314020.0
857,PTCT,0.2326,0.7501000000000001,821500,0.887745,3162317312.0
858,GO,0.3454,0.6590999999999999,1236470,-0.187927,4253553152.0
859,HTBK,0.1927999999999999,0.4569999999999999,147980,1.090686,659956480.0
860,HLT,0.1825999999999999,0.5105999999999999,2441880,1.259313,31102584832.0
861,HLLY,0.1700999999999999,0.2404,1309080,,1312081920.0
862,CCNC,0.0005,0.0102,59610,1.235884,26715504.0
863,FATBB,0.0776,0.0801,970,2.163841,108501056.0
864,PCT,0.0595,0.2738,1758850,,882676480.0
865,ITT,0.2502,0.6221,454950,1.562254,5804535808.0
866,XHR,0.2726,1.2447999999999997,729600,1.549019,1665167232.0
867,FFWM,0.1384999999999999,0.3499,177530,1.239705,1131293184.0
868,ORC,0.1099,0.1601999999999999,3122330,1.330392,507969856.0
869,PPBT,0.0011,0.0248,52210,1.978251,41473300.0
